title,title_en,website,phone,address,address_en,email,coords
"Θαλασσάκι","Thalassaki",\N,"+30 21 0418 1616","Ακτή Θεμιστοκλέους 310 Πειραική Πειραιάς 17672,  Ελλάδα ",\N,\N,"37.9296744, 23.6281821"
"Barcode-Tapas Bar","Barcode-Tapas Bar",\N,"+30 694 258 0709","Καραισκου 139-143 Πειραιάς 185 34,  Ελλάδα ",\N,\N,"37.9409157, 23.6464429"
"Jimmy's Fish","Jimmy's Fish",\N,"+30 21 0412 4417","Ακτή Κουμουνδούρου 46 Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9375579, 23.6585218"
"Arsenis Taverna","Arsenis Taverna","http://www.arsenistavern.gr/","+30 21 0942 5422","Συνταγματάρχου Ζησιμόπουλου 19 Παλαιό Φάληρο 175 64,  Ελλάδα ",\N,"info@arsenistavern.gr","37.939608, 23.6991217"
"Italida Restaurant","Italida Restaurant",\N,"+30 21 0429 2005","Φιλελλήνων 9 Πειραιάς 185 36,  Ελλάδα ",\N,\N,"37.9395325, 23.6413925"
"Ημεροβίγλι","Imerovigli","http://www.imerovigli.com.gr/","+30 21 0452 3382","Ακτή Θεμιστοκλέους 56 Πειραιάς 185 37,  Ελλάδα ",\N,"","37.9303174, 23.6449803"
"Ψαρομεζέδες Αντωνία","Psaromezedes Antonia",\N,"+30 21 0940 4508","Ξενοφώντος 191 Γωνιακό, Ισμήνης 36 Καλλιθέα 176 74,  Ελλάδα ",\N,\N,"37.9434328, 23.688235"
"Santa Pasta Cucina Italiana","Santa Pasta Cucina Italiana",\N,"+30 21 0422 0160","Γρηγορίου Λαμπράκη 144 Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.940561, 23.649472"
"Σάκης Κεμπάπ","Sakis Kempap",\N,"+30 21 0492 6512","Πεντέλης 47-49 Νέα Σμύρνη 17122,  Ελλάδα ",\N,\N,"37.9427548, 23.7004703"
"Rouan Thai","Rouan Thai",\N,"+30 21 0429 4494","Νοταρα 131 Πειραιάς 185 36,  Ελλάδα ",\N,\N,"37.939183, 23.642042"
"Vosporos","Vosporos",\N,"+30 21 0412 7324","Ακτη Κουμουνδουρου 20 Πειραιάς,  Ελλάδα ",\N,\N,"37.9387403, 23.6597863"
"Che Cocina Y Barra Sudamericana","Che Cocina Y Barra Sudamericana",\N,"+30 21 0429 6660","Καραίσκου 151 Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9402153, 23.6460094"
"Ο Ηλιας","O Ilias",\N,"+30 21 0451 1261","104 Λεωφόρος Χατζηκυριάκου Πειραιάς 185 38,  Ελλάδα ",\N,\N,"37.9349751, 23.6308816"
"Ο Ψητός Μπακαλιάρος","O Psitos Mpakaliaros",\N,"+30 21 0894 8131","Μαραγκού 4 Near Plateia Katraki tram station Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8637581, 23.7490429"
"Amigos","Amigos",\N,"+30 21 0898 3167","Κύπρου 65 Γλυφάδα,  Ελλάδα ",\N,\N,"37.8593118, 23.7562118"
"ο Πρόεδρος","o Proedros",\N,"+30 21 0898 5642","Σάββα Λαζαρίδη 3 Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.86523, 23.7481397"
"Nami","Nami",\N,"+30 21 0898 5555","65 Kyprou Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8592981, 23.7562133"
"Blends","Blends",\N,"+30 21 1182 1711","Φοίβης 19 & Λαοδίκης Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8602824, 23.756052"
"Feedέλ Asador","Feedel Asador",\N,"+30 21 0898 0066","Κύπρου 19 & Ναπολέοντος Ζέρβα 24 Γλυφάδα 16675,  Ελλάδα ",\N,\N,"37.8662144, 23.748656"
"σπίτι","spiti",\N,"+30 21 0898 0080","Λαζαρακη 12 Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8623647, 23.7498428"
"Zahoulis","Zahoulis",\N,"+30 21 0894 2343","Γεωργιου Κονδυλη 7 Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8644254, 23.7477965"
"Wynwood - Eat Sip & Gather the Miami Style","Wynwood - Eat Sip & Gather the Miami Style",\N,"+30 21 0894 2193","Φοίβης 15 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8598059, 23.7549867"
"El Catrin Cocina Latina","El Catrin Cocina Latina",\N,"+30 21 0894 5002","Φοίβης 15 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8599014, 23.7549469"
"Mikaello","Mikaello",\N,"+30 21 0894 6668","Πανδώρας 14 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8578775, 23.7542939"
"Tartare","Tartare","http://www.tartare.gr/","+30 21 0968 0320","Αλεξάνδρου Παναγούλη 52 Γλυφάδα 166 75,  Ελλάδα ",\N,"info@tartare.gr","37.8667599, 23.7447676"
"Mezze","Mezze",\N,"+30 21 0898 0480","34 Leoforos Dimarchou Metaxa Agelou Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8597198, 23.75415"
"Γή","Gi","","+30 21 0964 8512","Γρ.Λαμπράκη 69 Γλυφάδα 166 75,  Ελλάδα ",\N,"","37.99236, 23.72447"
"Το Μπαρμπουνακι","To Mparmpounaki",\N,"+30 21 0968 0651","Αγγέλου Μεταξάς 48 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8580342, 23.7546873"
"Ramino Resto","Ramino Resto",\N,"+30 21 0894 4430","34 Leoforos Dimarchou Metaxa Agelou Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8598408, 23.7540955"
"Oh Mama","Oh Mama",\N,"+30 21 0898 6049","Κυπρού 48 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8643445, 23.7513955"
"Living","Living",\N,"+30 21 0898 0140","Ζησιμοπούλου 10 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.860582, 23.75272"
"Το Μαντρί","To Mantri",\N,"+30 21 0962 3071","Βαρδουσίων 29 Γλυφάδα 16562,  Ελλάδα ",\N,\N,"37.9084253, 23.7751482"
"Tsi Tsi","Tsi Tsi",\N,"+30 21 0898 5531","Λεωφόρος Δημάρχου Μεταξά Αγγελού 50 Γλυφάδα 16675,  Ελλάδα ",\N,\N,"38.0916784, 23.79459"
"Σαρδελάκι","Sardelaki",\N,"+30 21 1402 1195","Πανδώρας 16 Athens Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.857854, 23.7549769"
"Peccati di Gola","Peccati di Gola","","+30 21 0898 1511","50 Kiprou Γλυφάδα 166 75,  Ελλάδα ",\N,"","37.864231, 23.7515368"
"Το Ελληνικό","To Elliniko",\N,"+30 21 0894 1471","Λαζαράκη 28 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8600345, 23.7526256"
"Πασιφαη","Pasifai",\N,"+30 21 0994 4024","Λαζαράκη 63 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8578131, 23.7536404"
"Holy Spirit Cocktail Bar","Holy Spirit Cocktail Bar",\N,"+30 21 0898 2650","Laodikis 42 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8611961, 23.7563264"
"Family","Family",\N,"+30 21 2104 3411","Βασιλέως Παύλου 74 Βούλα 166 73,  Ελλάδα ",\N,\N,"38.017341, 23.6831338"
"Mutfak","Mutfak",\N,"+30 21 0894 9060","38 Laodikis off Pl. Esperidon Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8610058, 23.7559836"
"Mastello","Mastello","http://www.mastello.gr/","+30 21 0994 4466","Αλεξιουπολεως 56 Αργυρούπολη,  Ελλάδα ",\N,"mastello@yahoo.gr","37.9058194, 23.7522065"
"Ιωλκος","Iolkos",\N,"+30 21 1411 1819","15 ζεπου Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8725788, 23.7534443"
"Προκομένες","Prokomenes",\N,"+30 21 0898 5996","Άλσους 7 Γλυφάδα,  Ελλάδα ",\N,\N,"37.865347, 23.746868"
"Ark","Ark",\N,"+30 21 0894 8882","Γρηγορίου Λαμπράκη 2 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.859753, 23.7498081"
"Indi Go","Indi Go",\N,"+30 21 0968 0643","Κωσταντινουπόλεως 15 Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.864549, 23.7487537"
"Sale Bianco","Sale Bianco","http://salebianco.gr/","+30 21 0898 6301","Μάρκου Μπότσαρη 10 Γλυφάδα,  Ελλάδα ",\N,"info@salebianco.gr","37.8638889, 23.7508333"
"Pasta Viva","Pasta Viva",\N,"+30 21 0894 5050","Maragkou 7 Γλυφάδα,  Ελλάδα ",\N,\N,"37.863833, 23.748749"
"George's Steak House","George's Steak House",\N,"+30 21 0894 2041","Κωνσταντινουπόλεως 4-6 Γλυφάδα Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8639746, 23.7483348"
"Baron","Baron",\N,"+30 21 0894 0116","Ζησιμοπούλου 12 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"38.0053337, 23.7856566"
"Golden Phoenix","Golden Phoenix",\N,"+30 21 0964 4889","Κωνσταντινουπόλεως 13 Γλυφάδα 166 75,  Ελλάδα",\N,\N,"37.864497, 23.748723"
"Enoteca da Salvatore","Enoteca da Salvatore",\N,"+2108940007","Ζησιμόπουλου 7 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8608917, 23.7528208"
"Ελλήcποντος","Ellicpontos",\N,"+30 697 207 6189","Μπότσαρη 14 Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"38.0239961, 23.7259788"
"Su Casa","Su Casa",\N,"8985554","Κύπρου 82 Πλατεία Νυμφών Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8602594, 23.7555995"
"Roasted by Mimaya","Roasted by Mimaya",\N,"+30 21 0894 4850","8 Botsari Markou Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8641099, 23.7506245"
"Κεμπαπτζιδικον το Γνησιον","Kempaptzidikon to Gnision",\N,"+30 21 0895 1131","Βασιλέως Παύλου 80 Πλατεία Βούλας Βούλα 166 73,  Ελλάδα ",\N,\N,"37.8396593, 23.7667512"
"Άλλη Σκάλα","Alli Skala",\N,"+30 21 0482 7722","Αλεξιουπόλεως 25 Αργυρούπολη 185 41,  Ελλάδα ",\N,\N,"37.9061113, 23.7485418"
"Divan","Divan",\N,"+30 21 5550 5313","Ζησιμοπούλου 9 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8609165, 23.753066"
"Sahara Λιβανέζικο Εστιατόριο","Sahara Livaneziko Estiatorio",\N,"+30 21 5550 5313","Ζησιμοπόυλου 9 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8608572, 23.7530124"
"TGI Fridays","TGI Fridays",\N,"+30 21 0898 2608","Λαζαράκη 43 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.9759876, 23.7415617"
"Ramino Resto","Ramino Resto",\N,"+30 21 0894 4430","Dimarchou Angelou Metaxa Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8598408, 23.7540955"
"Zahoulis","Zahoulis",\N,"+30 21 0996 7999","Μαρίνου Γερουλάνου 54 Αργυρούπολη 16452,  Ελλάδα ",\N,\N,"37.8644254, 23.7477965"
"Ψαράκι","Psaraki",\N,"+30 21 0968 0040","Δούσμανη 10 & Λαζαράκη 14 Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8618549, 23.7498691"
"7 Monks Beer Garden","7 Monks Beer Garden",\N,"+30 21 0990 4310","Λεωφόρος Μαρίνου Γερουλάνου 57 Αργυρούπολη 16452,  Ελλάδα ",\N,\N,"37.9074364, 23.7492771"
"Εστιατόριο Γαρμπή - Garbi Restaurant","Estiatorio Garmpi - Garbi Restaurant",\N,"+30 21 0896 3480","Ηλίου 21 Καβούρι Βουλιαγμένη 166 71,  Ελλάδα ",\N,\N,"37.8270903, 23.7709177"
"Buddha Bowl","Buddha Bowl",\N,"+30 21 0892 0989","Μάρκου Μπότσαρη 1-3 Γλυφάδα 16675,  Ελλάδα ",\N,\N,"37.8642434, 23.7506211"
"The Burger Times","The Burger Times",\N,"+30 21 0892 0959","14 Konstadinoupoleos Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.864533, 23.748888"
"Γιουβετσάκια","Giouvetsakia",\N,"+30 21 0964 8081","Ιθώμηs 20 & Μωρέως 45 Γλυφάδα 165 61,  Ελλάδα ",\N,\N,"37.8854943, 23.7541903"
"Nomi","Nomi",\N,"+30 21 0898 6015","Λαοδίκης 47 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8605097, 23.7562033"
"Vinarte","Vinarte",\N,"+30 21 0894 1511","Μαραγκού 18 Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8648897, 23.7499538"
"seaspice","seaspice",\N,"+30 21 2105 4489","Κύπρου 74 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.860525, 23.7554199"
"Λαδοφάναρο","Ladofanaro",\N,"+30 21 0964 2843","Αρχιπελάγους 68 Γλυφάδα 165 62,  Ελλάδα ",\N,\N,"37.8937526, 23.7684093"
"Bocado","Bocado",\N,"+30 21 0898 3332","Αγίου Ιωάννου 13 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8627506, 23.7557365"
"Dulcis In Fundo","Dulcis In Fundo",\N,"+30 21 0894 2316","Ερμού 33 & Πρ. Πέτρος Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8539991, 23.7593408"
"Padam","Padam",\N,"+30 21 0898 0997","Πανδώρας 18 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8577131, 23.7555547"
"Miller","Miller",\N,"+30 21 5110 0000","3 Labraki Grigoriou Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8609226, 23.7503745"
"Όμορφη γωνιά","Omorfi gonia","","+30 21 0993 6565","Εθνάρχου Μακαρίου 17 Argiroupoli Αργυρούπολη,  Ελλάδα ",\N,"","37.912784851137, 23.745744053584"
"Kazoku sushi bar","Kazoku sushi bar",\N,"+30 21 0894 4549","Φοίβης 11 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.859623, 23.7538638"
"Kitchen Lab","Kitchen Lab",\N,"+30 21 0968 1126","Λαζαράκη 26 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"38.0058348, 23.8271399"
"Homu Sushi Bar","Homu Sushi Bar",\N,"+30 21 0963 0042","Γούναρη 135 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.88032, 23.763573"
"Το Μαριδάκι","To Maridaki",\N,"+30 21 0894 4540","Κωνσταντινουπόλεως 8 Γλυφάδα 16675,  Ελλάδα ",\N,\N,"37.8641377, 23.7485107"
"Bella Vespa","Bella Vespa",\N,"+30 21 0898 2880","Κύπρου 11 Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8670659, 23.7474005"
"Ερωτηματικό","Erotimatiko",\N,"+30 21 0993 2848","Μαρίνου Γερουλάνου 72 Αργυρούπολη 164 52,  Ελλάδα ",\N,\N,"37.9054468, 23.7501141"
"Il Piacere","Il Piacere",\N,"+30 21 0898 5040","17 Dousmani Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.8638998, 23.7514401"
"Simply Burgers","Simply Burgers",\N,"+30 21 1730 0020","Αγγέλου Μεταξά 1 Λεωφ. Δημάρχου Γλυφάδα 166 75,  Ελλάδα ",\N,\N,"37.9734775, 23.7501586"
"Rey Pablo","Rey Pablo",\N,"+30 21 0899 2068","Λεωφορος Βασιλεως Παυλου 89-91 Βούλα 166 73,  Ελλάδα ",\N,\N,"37.8384886, 23.7687809"
"Στον Αφρό","Ston Afro",\N,"+30 21 0898 5144","Φοίβης 11 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.859657, 23.7541721"
"Πάστα","Pasta",\N,"+30 21 0994 3900","Χρυσοστόμου Σμύρνης 29 Αργυρούπολη 164 52,  Ελλάδα ",\N,\N,"37.9066303, 23.7512714"
"BlueFish","BlueFish",\N,"+30 21 0967 1778","Λεωφ. Ποσειδώνος 4 Βουλιαγμένη 16671,  Ελλάδα ",\N,\N,"37.9753113, 23.7275867"
"Το Στέκι Του Τεό","To Steki Tou Teo",\N,"+30 21 0894 7906","Γιαννιτσοπούλου 1 Πλατεία Εσπερίδων Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8622046, 23.7548269"
"Ithaki Restaurant","Ithaki Restaurant",\N,"+30 21 0896 3739","28 Apollonos Βουλιαγμένη 166 71,  Ελλάδα ",\N,\N,"37.8112935, 23.7729828"
"Ο Χορός των Γεύσεων","O Choros ton Gefseon",\N,"+30 21 0961 6021","Μαρίνου Γερουλάνου 115 Αργυρούπολη 164 52,  Ελλάδα ",\N,\N,"37.9021348, 23.7504021"
"Dames","Dames",\N,"+30 21 0894 9201","Λεωφόρος Αγγέλου Μεταξα 52 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"37.8575593, 23.754447"
"Krikelino Grill-Restaurant","Krikelino Grill-Restaurant",\N,"+30 21 0899 4874","3 George Kondyli Street Γλυφάδα,  Ελλάδα ",\N,\N,"37.8641927, 23.7476447"
"Persepolis","Persepolis",\N,"+30 21 0962 3228","Κρώμνης 48 Αργυρούπολη 16452,  Ελλάδα ",\N,\N,"37.9014566, 23.7524009"
"Το Σουβλάκι του Κόλλια","To Souvlaki tou Kollia",\N,"+30 21 0996 5556","28η Οκτωβρίου 46 Αργυρούπολη 16452,  Ελλάδα ",\N,\N,"37.9064839, 23.7495341"
"Karavan Cafe","Karavan Cafe",\N,"+30 21 0894 4801","Κονδυλη 13 Γλυφάδα 165 61,  Ελλάδα ",\N,\N,"37.8649516, 23.748428"
"Pizza Μανιτάρι","Pizza Manitari",\N,"+30 21 0961 5704","Λεωφ. Κων/νου Αθανατου 10 Γλυφάδα 165 62,  Ελλάδα ",\N,\N,"37.8909457, 23.7625241"
"Ποστάλι","Postali",\N,"+30 21 0960 1494","Γερουλάνου 98 Αργυρούπολη 164 52,  Ελλάδα ",\N,\N,"37.902638, 23.750028"
"Piazza di Pasta","Piazza di Pasta",\N,"+30 21 0993 6188","Δωδεκανήσου 1 Δωδεκανήσου 1 & 28ης Οκτωβρίου Αργυρούπολη 164 52,  Ελλάδα ",\N,\N,"37.907133, 23.748302"
"Γευστικόν","Gefstikon","","+30 21 0963 0762","Γουναρη 190 Ανω Γλυφαδα Γλυφάδα 166 74,  Ελλάδα ",\N,"","37.8708436, 23.7646703"
"Glyfada Kebab House","Glyfada Kebab House",\N,"+30 21 5560 0305","Ξενοφώντος 28 Γλυφάδα 16675,  Ελλάδα ",\N,\N,"37.8717699, 23.7529621"
"Oppen","Oppen",\N,"+30 694 651 5813","Ποσειδώνος 15 Βούλα 166 73,  Ελλάδα ",\N,\N,"37.8408888, 23.7670034"
"Η Κυρά Ουρανία","I Kyra Ourania","","+30 21 0991 4896","Ηρώων Πολυτεχνείου 85 Ηλιούπολη 163 42,  Ελλάδα ",\N,"","37.9204, 23.75553"
"Kapu","Kapu",\N,"+30 21 0960 6760","Χαλδείας 34 Ελληνικό 167 77,  Ελλάδα ",\N,\N,"37.8910659, 23.7497554"
"PARAMITHI","PARAMITHI","","+30 21 0894 1361","Κύπρου 9 Γλυφάδα 166 75,  Ελλάδα ",\N,"","37.8672154, 23.7473063"
"Sousami","Sousami",\N,"+30 21 0963 6900","92 Leoforos Geroulanou Marinou Αργυρούπολη 164 52,  Ελλάδα ",\N,\N,"37.9847955, 23.7395635"
"Delfinia","Delfinia","","+30 21 0894 3303","Διαδόχου Πάυλου 5 4th Marine Γλυφάδα 166 75,  Ελλάδα ",\N,"","37.8718141, 23.7341983"
"Λότζα - Το Καλαμάκι Σπίτι του","Lotza - To Kalamaki Spiti tou",\N,"+30 21 0995 0057","Κυπρίων Ηρώων 57 Ηλιούπολη 16341,  Ελλάδα ",\N,\N,"37.9250058, 23.7512554"
"Λούτσος Ψαροφαγείον","Loutsos Psarofageion",\N,"+30 21 1411 2444","Β. Παύλου 78 Βούλα 16673,  Ελλάδα ",\N,\N,"37.840342, 23.766344"
"Ουζερί Ο Φάρος","Ouzeri O Faros",\N,"+30 21 0964 0389","Ανθέων 31 & Αρετής, Άνω Γλυφάδα Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8741681, 23.7657813"
"La Luna Piena","La Luna Piena",\N,"+30 21 0993 4444","Γεωργίου Παπανδρέου 21 Αργυρούπολη 16451,  Ελλάδα ",\N,\N,"37.9144209, 23.7498101"
"Πλούταρχος Souvlakerie","Ploutarchos Souvlakerie",\N,"+30 21 0894 8800","Γιαννιτσοπούλου 1 Γλυφάδα 16674,  Ελλάδα ",\N,\N,"38.2021869, 23.8404061"
"El Resto Bar","El Resto Bar",\N,"+30 21 0894 1275","Αγίου Ιωάννου 13 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8627527, 23.7557194"
"Μπαλκόνι στις Κυκλάδες	 ","Balkoni stis Kyklades	 ","http://www.balconycyclades.com/","+30 21 0764 0240","Παύλου Μελά 13 Βύρωνας 16233,  Ελλάδα ",\N,"","37.943015629136, 23.772169527559"
"Σκίουρος Φαγητό & Ποτό","Skiouros Fagito & Poto",\N,"+30 21 0964 2336","Μαρίνου Γερουλάνου 137 & Κομνηνών Αργυρούπολη 16452,  Ελλάδα ",\N,\N,"37.9790106, 23.7533643"
"Estrella","Estrella",\N,"+30 21 0894 5361","Πλατεία Νυμφών Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.9773096, 23.7301631"
"Σχεδία","Schedia",\N,"+30 21 0963 4457","Μαρίνου Γερουλάνου 105 Αργυρούπολη 164 52,  Ελλάδα ",\N,\N,"37.9032768, 23.7503644"
"Κονάκι","Konaki",\N,"+30 21 0961 1900","Δ.Γούναρη 154 Βενεζουελας 27 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8742161, 23.7640245"
"Su Casa","Su Casa",\N,"+30 21 0898 5554","Πλατεία Νυμφών Γλυφάδα 116 74,  Ελλάδα ",\N,\N,"37.8602594, 23.7555995"
"Το Μακαρόνι","To Makaroni",\N,"+30 21 0894 2082","Παπανδρέου 3 Γλυφάδα 16561,  Ελλάδα ",\N,\N,"37.8625641, 23.7480729"
"Babadan","Babadan",\N,"+30 21 0993 0009","Γερουλάνου 50 Αργυρούπολη 164 52,  Ελλάδα ",\N,\N,"37.9641984, 23.7511825"
"Babadan The Kebab House","Babadan The Kebab House","http://Www.babadan.gr/","+30 21 0996 9996","Σοφοκλή Βενιζέλου 93 Ηλιούπολη 163 46,  Ελλάδα ",\N,"babadan.kebap@gmail.com","37.9082835, 23.7480516"
"Εστιατόριο Μελισσάνη","Estiatorio Melissani",\N,"+30 21 0963 0679","Ελεύθερου Ανθρώπου 97 Ελεύθερου Ανθρώπου & Κριμαίας Γλυφάδα 165 62,  Ελλάδα ",\N,\N,"37.8960514, 23.7738129"
"Στιγμές","Stigmes",\N,"+30 21 1406 3045","Μ. Γερουλάνου 127 Αργυρούπολη 16452,  Ελλάδα ",\N,\N,"37.9008361, 23.7502488"
"Xin Sheng","Xin Sheng",\N,"+30 21 0993 8888","Αλεξιουπόλεως 23 Αργυρούπολη 16452,  Ελλάδα ",\N,\N,"37.9060246, 23.748338"
"Πιάτσα Καλαμάκι","Piatsa Kalamaki",\N,"+30 21 3041 3159","Φοίβης 15 Γλυφάδα 166 74,  Ελλάδα ",\N,\N,"37.8598952, 23.7552785"
